date,ili_rate
2007-03-04,3.3091355753465317
2007-03-11,3.841025567144858
2007-03-18,3.184194433707842
2007-03-25,3.9444349404439505
2007-04-01,3.3843910071746333
2007-04-08,3.9823978887421285
2007-04-15,3.6175250473653606
2007-04-22,3.438919339101503
2007-04-29,3.1182586440132494
2007-05-06,3.1757242212717833
2007-05-13,3.3568271941194143
2007-05-20,3.3405915316806825
2007-05-27,2.898120810506156
2007-06-03,2.976881256453804
2007-06-10,3.1738350581247685
2007-06-17,1.7422895690311906
2007-06-24,1.4949308426771153
2007-07-01,0.7020582872366428
2007-07-08,1.4551631055504626
2007-07-15,1.203822506163371
2007-07-22,0.5
2007-07-29,0.5
2007-08-05,0.5
2007-08-12,0.5
2007-08-19,0.5
2007-08-26,0.5
2007-09-02,0.5
2007-09-09,0.5
2007-09-16,0.5
2007-09-23,5.10002234594734
2007-09-30,4.4083342378890435
2007-10-07,4.51002822499606
2007-10-14,4.41488545272658
2007-10-21,5.267000592231855
2007-10-28,0.5
2007-11-04,0.5
2007-11-11,0.5
2007-11-18,0.5
2007-11-25,0.5
2007-12-02,0.5
2007-12-09,0.5
2007-12-16,1.0825920232633472
2007-12-23,0.9343712982232011
2007-12-30,1.8174426278468443
2008-01-06,1.852354579120446
2008-01-13,3.0300259387820976
2008-01-20,2.264125341538774
2008-01-27,1.9414918125416163
2008-02-03,2.7507350311279306
2008-02-10,2.6191244593466596
2008-02-17,3.610811972357255
2008-02-24,3.4250538295595807
2008-03-02,3.5116725137644824
2008-03-09,3.6429678650646173
2008-03-16,4.080710122081125
2008-03-23,3.660145581077321
2008-03-30,4.172317244164652
2008-04-06,4.263637016220026
2008-04-13,3.656273259592496
2008-04-20,3.3350363975316215
2008-04-27,3.3785074130146064
2008-05-04,3.713695874248711
2008-05-11,3.282599969850334
2008-05-18,3.286307209277694
2008-05-25,3.5039464814176298
2008-06-01,2.634938082389076
2008-06-08,1.9458251615849564
2008-06-15,2.4062853022317587
2008-06-22,1.7090518198312366
2008-06-29,1.7382836758984082
2008-07-06,1.5165815672681755
2008-07-13,0.5
2008-07-20,1.06201154919613
2008-07-27,0.598101816440054
2008-08-03,0.5
2008-08-10,0.5
2008-08-17,0.5
2008-08-24,0.5
2008-08-31,3.323654282805567
2008-09-07,3.4280697134666616
2008-09-14,2.7683748318110677
2008-09-21,3.245526209656798
2008-09-28,3.0923659453478987
2008-10-05,0.5
2008-10-12,0.5
2008-10-19,0.5
2008-10-26,0.5
2008-11-02,0.5
2008-11-09,0.5
2008-11-16,0.5
2008-11-23,0.5
2008-11-30,0.5
2008-12-07,0.6949122729651033
2008-12-14,0.6765398283550872
2008-12-21,1.1735185330411144
2008-12-28,1.0876716766445738
2009-01-04,1.6144736252098266
2009-01-11,2.6716390781346164
2009-01-18,2.3892695160304913
2009-01-25,2.8351144039633667
2009-02-01,2.367428117339501
2009-02-08,4.071175039254159
2009-02-15,4.068535421884303
2009-02-22,4.064865946676317
2009-03-01,4.009317578169622
2009-03-08,3.8099080784452877
2009-03-15,4.072633348172786
2009-03-22,4.371568318137234
2009-03-29,3.72129937373699
2009-04-05,3.7788389977178904
2009-04-12,3.2367069475225008
2009-04-19,3.507957360637575
2009-04-26,4.359444178836181
2009-05-03,3.407183288167042
2009-05-10,3.229699605149727
2009-05-17,8.568858453165532
2009-05-24,7.561354975979938
2009-05-31,8.32818367559945
2009-06-07,8.183437066643652
2009-06-14,7.541708811224373
2009-06-21,2.4602778171552346
2009-06-28,0.9698020529039325
2009-07-05,1.9388184152538743
2009-07-12,0.6142271122138485
2009-07-19,0.5
2009-07-26,0.5
2009-08-02,0.8398703518851006
2009-08-09,0.5
2009-08-16,0.5
2009-08-23,0.5
2009-08-30,0.5
2009-09-06,0.5
2009-09-13,0.5
2009-09-20,0.5
2009-09-27,0.5
2009-10-04,0.5
2009-10-11,0.5
2009-10-18,0.5
2009-10-25,0.5
2009-11-01,0.5
2009-11-08,0.5
2009-11-15,0.5
2009-11-22,0.5
2009-11-29,0.644650731493091
2009-12-06,0.713658333844125
2009-12-13,0.5
2009-12-20,1.7648852992198378
2009-12-27,1.3100962615117855
2010-01-03,2.7041575273382756
2010-01-10,2.4334563733119166
2010-01-17,2.4774680287820208
2010-01-24,2.9022446685037364
2010-01-31,2.9436076311885757
2010-02-07,3.0322174964002935
2010-02-14,3.525439169594448
2010-02-21,3.984717883694371
2010-02-28,3.6032292341937486
2010-03-07,3.666185847702894
2010-03-14,3.8648382315836116
2010-03-21,4.444394804601994
2010-03-28,4.664977318236286
2010-04-04,4.212674006706615
2010-04-11,4.248115491297065
2010-04-18,3.6760345953582965
2010-04-25,4.156855293097914
2010-05-02,3.8728068753372837
2010-05-09,3.1840171311070256
2010-05-16,2.5416684821127076
2010-05-23,2.5330033438317336
2010-05-30,2.497335394986675
2010-06-06,2.9566347382879403
2010-06-13,2.826919702070668
2010-06-20,1.7351602188977922
2010-06-27,1.448598564773829
2010-07-04,1.4172112650661959
2010-07-11,1.022612223659065
2010-07-18,1.1040432341651136
2010-07-25,6.254812746786752
2010-08-01,6.587530280048695
2010-08-08,5.876677424447446
2010-08-15,6.102626040629877
2010-08-22,5.468576214414083
2010-08-29,0.5
2010-09-05,0.5
2010-09-12,0.5
2010-09-19,0.5
2010-09-26,0.5
2010-10-03,0.5
2010-10-10,0.5
2010-10-17,0.5
2010-10-24,0.5
2010-10-31,0.5
2010-11-07,0.5
2010-11-14,0.5
2010-11-21,0.9446952317774066
2010-11-28,0.5
2010-12-05,1.0959755697890887
2010-12-12,1.3103489801493409
2010-12-19,1.907051256312911
2010-12-26,1.4940583163833572
2011-01-02,2.0523895082268337
2011-01-09,2.4935905957753857
2011-01-16,2.9093256456223866
2011-01-23,3.299485494350004
2011-01-30,2.907284040907917
2011-02-06,3.072329572023532
2011-02-13,4.097674358103492
2011-02-20,2.927121269354913
2011-02-27,4.528283992392868
2011-03-06,3.9053809633589465
2011-03-13,4.116438502878101
2011-03-20,3.901883273139319
2011-03-27,4.175908971561076
2011-04-03,4.687553678846058
2011-04-10,4.435165024792455
2011-04-17,4.236219478308568
2011-04-24,3.9529325820937458
2011-05-01,3.1850980286864954
2011-05-08,3.2416434953949875
2011-05-15,3.2306865787570045
2011-05-22,3.3155319138400756
2011-05-29,2.9041074985907604
2011-06-05,2.996491480256681
2011-06-12,2.506456693350028
2011-06-19,2.0439375467870136
2011-06-26,2.633299171433294
2011-07-03,1.5862826632212457
2011-07-10,0.9562066859104903
2011-07-17,1.5868863496943355
2011-07-24,1.0499074913949757
2011-07-31,1.0399630888418272
2011-08-07,0.5
2011-08-14,6.51165705934745
2011-08-21,5.35594986825284
2011-08-28,6.096650854281721
2011-09-04,5.59819720146706
2011-09-11,5.0315887031430835
2011-09-18,0.5
2011-09-25,0.5
2011-10-02,0.5
2011-10-09,0.5
2011-10-16,0.5
2011-10-23,0.5
2011-10-30,0.5
2011-11-06,0.5
2011-11-13,0.5
2011-11-20,0.5
2011-11-27,0.5788010995096461
2011-12-04,0.7727918201677477
2011-12-11,1.2942333998525077
2011-12-18,1.0361905401703333
2011-12-25,1.9149785050920265
2012-01-01,2.0475249610072654
2012-01-08,2.491430924408601
2012-01-15,2.7830281695625225
2012-01-22,1.9680678649841887
2012-01-29,2.8489491521962416
2012-02-05,3.4057990302338226
2012-02-12,3.6426657748092177
2012-02-19,3.9569373134676997
2012-02-26,4.1324403428325205
2012-03-04,4.744033935887099
2012-03-11,4.354476973437463
2012-03-18,4.160840776824869
2012-03-25,3.6667677232844724
2012-04-01,3.742892288761012
2012-04-08,4.4522464547209895
2012-04-15,4.5745535569566576
2012-04-22,4.645161724932386
2012-04-29,3.5434147326330976
2012-05-06,3.568982433153789
2012-05-13,3.576130494366781
2012-05-20,4.062650847044685
2012-05-27,3.033420966592848
2012-06-03,3.334824846130548
2012-06-10,2.496224845945991
2012-06-17,2.5947253367070147
2012-06-24,2.244856537551326
2012-07-01,1.601457188728582
2012-07-08,0.832060214173042
2012-07-15,0.8464917184520315
2012-07-22,9.126140148917461
2012-07-29,8.625437247470382
2012-08-05,7.865341308028652
2012-08-12,7.690546795895032
2012-08-19,6.9510772529653195
2012-08-26,0.5
2012-09-02,0.5
2012-09-09,0.5
2012-09-16,0.5
2012-09-23,0.5
2012-09-30,0.5
2012-10-07,0.5
2012-10-14,0.5
2012-10-21,0.5
2012-10-28,0.5
2012-11-04,0.5
2012-11-11,0.5
2012-11-18,0.5
2012-11-25,0.7169958364809075
2012-12-02,1.1581579731209433
2012-12-09,1.7363434105265068
2012-12-16,1.009880529922643
2012-12-23,1.8406750495719442
2012-12-30,2.163198848361925
2013-01-06,2.0519060458388747
2013-01-13,2.977838212067623
2013-01-20,3.3591508646792825
2013-01-27,3.204419702973755
2013-02-03,4.382517485842017
2013-02-10,3.648345701638876
2013-02-17,3.7857381481156294
2013-02-24,3.932462434036487
2013-03-03,3.922570923922202
2013-03-10,4.1171133302288085
2013-03-17,3.8236446589424995
2013-03-24,4.341033929258213
2013-03-31,4.42454788271154
2013-04-07,3.4361586812386484
2013-04-14,4.220824972844592
2013-04-21,4.156696905385949
2013-04-28,4.191637506999673
2013-05-05,4.283612182880543
2013-05-12,3.9309686722978183
2013-05-19,10.7995392811812
2013-05-26,10.496905002007031
2013-06-02,10.750114956460116
2013-06-09,10.013317241850876
2013-06-16,9.446199146089016
2013-06-23,2.8951112428147803
2013-06-30,1.5219621764025266
2013-07-07,1.1008337865265514
2013-07-14,0.5
2013-07-21,1.1327636020292777
2013-07-28,0.5
2013-08-04,0.5
2013-08-11,0.5
2013-08-18,0.5
2013-08-25,0.5
2013-09-01,0.5
2013-09-08,0.5
2013-09-15,0.5
2013-09-22,0.5
2013-09-29,0.5
2013-10-06,0.5
2013-10-13,0.5
2013-10-20,0.5
2013-10-27,0.5
2013-11-03,0.5
2013-11-10,0.5
2013-11-17,0.9344381136713423
2013-11-24,1.2528378374931017
2013-12-01,1.3695938933448892
2013-12-08,1.0489126353373401
2013-12-15,1.696270412514165
2013-12-22,2.9508012801135277
2013-12-29,2.710363333862939
2014-01-05,2.427434930752373
2014-01-12,3.526814121807898
2014-01-19,3.0162059226396436
2014-01-26,3.1645657853889433
2014-02-02,4.2300031632889175
2014-02-09,3.3634599351716554
2014-02-16,3.3101304508086073
2014-02-23,4.61047475097219
2014-03-02,4.371076872408147
2014-03-09,8.412024501496777
2014-03-16,8.273065853424285
2014-03-23,8.342604494429475
2014-03-30,8.238669102928835
2014-04-06,8.119237287712782
2014-04-13,4.220070635413088
2014-04-20,4.0856927236861615
2014-04-27,3.7655983488400175
2014-05-04,3.6949204206415516
2014-05-11,2.7005531043167794
2014-05-18,3.740008052262801
2014-05-25,3.3660375799486753
2014-06-01,2.9028160642871397
2014-06-08,2.745625331735094
2014-06-15,2.4653181164392137
2014-06-22,1.7670837733369047
2014-06-29,1.544449707885289
2014-07-06,1.6740000499781844
2014-07-13,1.2595907807353957
2014-07-20,1.720760907474749
2014-07-27,1.2950626744914193
2014-08-03,0.7849169271309023
2014-08-10,0.5
2014-08-17,0.5
2014-08-24,0.5
2014-08-31,0.5
2014-09-07,0.5
2014-09-14,0.5
2014-09-21,0.5
2014-09-28,0.5
2014-10-05,0.5
2014-10-12,0.5
2014-10-19,0.5
2014-10-26,1.1512384704368732
2014-11-02,0.5
2014-11-09,0.5
2014-11-16,0.5184583561928675
2014-11-23,0.7011479138400296
2014-11-30,1.523470573188984
2014-12-07,1.9522638715868028
2014-12-14,2.1174739868897046
2014-12-21,1.8229638322601418
2014-12-28,3.3893194346730677
2015-01-04,2.0067694254890722
2015-01-11,2.5921771675327143
2015-01-18,3.3505552588388388
2015-01-25,3.5789140868925595
2015-02-01,3.978157967193056
2015-02-08,4.630603235730559
2015-02-15,4.138931061693784
2015-02-22,4.390682650357248
2015-03-01,4.233424025196026
2015-03-08,4.798514827954728
2015-03-15,4.492348695423501
2015-03-22,4.512484143445121
2015-03-29,4.841411435735459
2015-04-05,4.985707941135341
2015-04-12,3.6008220502151063
2015-04-19,4.506614535606677
2015-04-26,4.100180476300571
2015-05-03,4.403264821962906
2015-05-10,3.712837819075939
2015-05-17,4.0978020914297035
2015-05-24,3.0506010106858676
2015-05-31,2.155877580759182
2015-06-07,3.1825627406239283
2015-06-14,2.1296991168096566
2015-06-21,1.5358136638052602
2015-06-28,1.8751331427551057
2015-07-05,1.4782318862380135
2015-07-12,1.6170613234938085
2015-07-19,7.459034534190527
2015-07-26,6.884103485334899
2015-08-02,6.256423188871016
2015-08-09,6.513794882735327
2015-08-16,6.281052373420591
2015-08-23,0.5
2015-08-30,0.5
2015-09-06,0.5
2015-09-13,0.5
2015-09-20,0.5
2015-09-27,0.5
2015-10-04,0.5
2015-10-11,0.5
2015-10-18,0.5
2015-10-25,0.5
2015-11-01,0.5
2015-11-08,1.1567970665476315
2015-11-15,0.953486149789792
2015-11-22,0.9141546384134811
2015-11-29,1.6622555556929937
2015-12-06,2.135752161719344
2015-12-13,1.7421936503949775
2015-12-20,2.0525662347849267
2015-12-27,2.3059518404973627
2016-01-03,3.211636774836037
2016-01-10,3.505881720678529
2016-01-17,3.9482548201231764
2016-01-24,4.0578276456979125
2016-01-31,3.241283050194212
2016-02-07,4.222165272591834
2016-02-14,3.8747472148252666
2016-02-21,4.251255062807553
2016-02-28,4.650698074242129
2016-03-06,5.008639526434502
2016-03-13,4.374632709227267
2016-03-20,3.821449033814762
2016-03-27,4.807460457796187
2016-04-03,5.740398150186582
2016-04-10,4.514156129540667
2016-04-17,4.492299286241482
2016-04-24,5.0323571977100725
2016-05-01,4.371557841047133
2016-05-08,4.01086122082297
2016-05-15,3.8654577308142524
2016-05-22,3.5324937384329917
2016-05-29,2.703337719070936
2016-06-05,2.3365774077594645
2016-06-12,3.333078293081587
2016-06-19,2.352697725788817
2016-06-26,2.01997989885346
2016-07-03,1.649042233551679
2016-07-10,1.711478586766435
2016-07-17,2.141369045344935
2016-07-24,1.079258772207757
2016-07-31,0.5
2016-08-07,0.5
2016-08-14,0.6671956066399551
2016-08-21,5.475417575388102
2016-08-28,5.927674906418056
2016-09-04,4.570806461796251
2016-09-11,5.3548709785621
2016-09-18,5.681990035211211
2016-09-25,0.5
2016-10-02,0.5
2016-10-09,0.5
2016-10-16,0.5
2016-10-23,0.5
2016-10-30,0.5
2016-11-06,0.6614571062353642
2016-11-13,0.5
2016-11-20,1.4861709224910569
2016-11-27,1.378944471037186
2016-12-04,2.1643760703056922
2016-12-11,1.2933165240988778
2016-12-18,1.9278824900706064
2016-12-25,2.8449078198194955
2017-01-01,2.617682365543867
2017-01-08,3.1618744249746813
2017-01-15,3.505403085153654
2017-01-22,3.8289188046637745
2017-01-29,3.7343737433962136
2017-02-05,4.280724116137597
2017-02-12,4.096313840394369
2017-02-19,4.837362946818901
2017-02-26,4.647752731540645
2017-03-05,4.8476579630568075
2017-03-12,5.870170728607899
2017-03-19,4.4197250630797775
2017-03-26,5.401910975214191
2017-04-02,3.730458920531481
2017-04-09,3.8751739019652094
2017-04-16,4.088507027710406
2017-04-23,3.95971035070974
2017-04-30,4.3281586592020105
2017-05-07,4.151283658221259
2017-05-14,6.813224629071046
2017-05-21,6.598987050429707
2017-05-28,6.59688746643741
2017-06-04,6.432987093658767
2017-06-11,5.27427351351915
2017-06-18,2.2456179430576353
2017-06-25,2.063335739180459
2017-07-02,1.9904896443224265
2017-07-09,1.2012123693345131
2017-07-16,1.2014340809365216
2017-07-23,0.9929011056995525
2017-07-30,0.5
2017-08-06,0.5
2017-08-13,0.5
2017-08-20,0.5
2017-08-27,0.5
2017-09-03,0.5
2017-09-10,0.5
2017-09-17,0.5
2017-09-24,0.5
2017-10-01,0.5
2017-10-08,0.5
2017-10-15,0.5
2017-10-22,1.0299762376854535
2017-10-29,0.5
2017-11-05,0.5124551073649117
2017-11-12,0.6401899779298219
2017-11-19,0.6077135561434304
2017-11-26,2.258934748612101
2017-12-03,1.3468215768479492
2017-12-10,1.8159864031194575
2017-12-17,2.9722959081257083
2017-12-24,2.048227224109006
2017-12-31,3.351097168112972
2018-01-07,2.7737088965819283
2018-01-14,4.115031279266699
2018-01-21,3.0088952839901326
2018-01-28,3.4152424085134556
2018-02-04,4.114270543289118
2018-02-11,4.90929034508131
2018-02-18,4.6664974055896185
2018-02-25,4.670634256703296
2018-03-04,5.435290943128555
2018-03-11,5.815525754629056
2018-03-18,5.242699705209359
2018-03-25,4.708566212881625
2018-04-01,4.738172196271581
2018-04-08,4.302375558553927
2018-04-15,4.736319974211129
2018-04-22,3.8901144489532395
2018-04-29,4.578653348594348
2018-05-06,4.948806317333932
2018-05-13,4.1981075896541835
2018-05-20,3.467196970373688
2018-05-27,3.592474348434464
2018-06-03,3.743828741993824
2018-06-10,3.429004795384477
2018-06-17,2.1001011214495358
2018-06-24,2.4065201707026747
2018-07-01,1.8443525961942477
2018-07-08,1.9441464719334578
2018-07-15,1.501798079224778
2018-07-22,0.5
2018-07-29,0.7174266225530723
2018-08-05,0.7247240148377248
2018-08-12,0.5
2018-08-19,0.5396243547866515
2018-08-26,5.63511242261396
2018-09-02,5.837668000919518
2018-09-09,6.641289783519546
2018-09-16,5.735165122772072
2018-09-23,6.338629874186468
2018-09-30,0.5
2018-10-07,1.0308141329978535
2018-10-14,0.5
2018-10-21,0.5207756099166059
2018-10-28,0.7425838374966377
2018-11-04,1.1296051268685032
2018-11-11,0.5186902041487579
2018-11-18,1.384720583160173
2018-11-25,1.4007823911185182
2018-12-02,1.2788291253204056
2018-12-09,2.648587393316926
2018-12-16,2.4163500578970543
2018-12-23,2.957708159653346
2018-12-30,3.2317246544133242
2019-01-06,3.316207672292241
2019-01-13,4.517594272631224
2019-01-20,3.9691704442789506
2019-01-27,3.604679194467158
2019-02-03,4.2833168397234065
2019-02-10,4.831686263581113
2019-02-17,5.00314869611654
2019-02-24,4.481037858277277
2019-03-03,5.379896209604636
2019-03-10,4.359513114231477
2019-03-17,5.542680819014482
2019-03-24,4.541198804991242
2019-03-31,4.926161268795888
2019-04-07,5.354811928191608
2019-04-14,4.855065219388392
2019-04-21,4.979860996953273
2019-04-28,7.949930932946649
2019-05-05,8.005642407031893
2019-05-12,7.680513160694604
2019-05-19,6.817916597629243
2019-05-26,6.979434299491293
2019-06-02,2.5962245657724217
2019-06-09,2.88887492486899
2019-06-16,2.940228118454346
2019-06-23,2.3671706230921927
2019-06-30,2.1974790313531747
2019-07-07,1.6474301689057482
2019-07-14,1.911210219236207
2019-07-21,1.1712012354532213
2019-07-28,0.7816817306342645
2019-08-04,1.1111375812308828
2019-08-11,0.5
2019-08-18,0.6188588347712346
2019-08-25,0.5
2019-09-01,0.7201798244937776
2019-09-08,0.5
2019-09-15,0.5
2019-09-22,0.5
2019-09-29,0.5
2019-10-06,0.5
2019-10-13,0.852976160544163
2019-10-20,0.9409832433299272
2019-10-27,0.8954119475591901
2019-11-03,0.5
2019-11-10,1.4717935282107384
2019-11-17,1.7834449541010962
2019-11-24,1.7943267532046392
2019-12-01,2.555150342512343
2019-12-08,2.091595743737438
2019-12-15,2.4645061668609456
2019-12-22,1.9780853042980935
2019-12-29,3.638947437505247
2020-01-05,3.6869233131548205
2020-01-12,3.1660851476496994
2020-01-19,3.3958666518569736
2020-01-26,3.9900378171134707
2020-02-02,4.872162507112927
2020-02-09,4.6228769668248715
2020-02-16,4.579425832228261
2020-02-23,4.624933821672653
2020-03-01,4.6989683700595215
2020-03-08,4.402418511860936
2020-03-15,4.713298351833429
2020-03-22,4.751936675299404
2020-03-29,5.400938597506286
2020-04-05,4.973925182246327
2020-04-12,4.588218961150636
2020-04-19,5.688300638554374
2020-04-26,4.3148090141000095
2020-05-03,4.835877757879507
2020-05-10,4.781974273900208
2020-05-17,3.249331816436886
2020-05-24,3.633744462059272
2020-05-31,3.1110617966122787
2020-06-07,2.783697075704416
2020-06-14,2.946214897845776
2020-06-21,2.175713309348527
2020-06-28,1.931665466739834
2020-07-05,1.7767231075660284
2020-07-12,1.4214526833956027
2020-07-19,0.8451694086560186
2020-07-26,1.397454352058927
2020-08-02,1.2871729381303778
2020-08-09,0.8211642416681779
2020-08-16,0.5
2020-08-23,0.5
2020-08-30,4.87060023062046
2020-09-06,6.04272019755726
2020-09-13,5.458816194849128
2020-09-20,4.768003694977153
2020-09-27,5.2264835364985
2020-10-04,0.5
2020-10-11,0.7803078938161139
2020-10-18,0.9225068213013622
2020-10-25,1.3268728734873911
2020-11-01,0.7688156907192354
2020-11-08,1.390716209846608
2020-11-15,0.9098962705599554
2020-11-22,1.3838136943076838
2020-11-29,2.5307522434234784
2020-12-06,2.095924889751403
2020-12-13,2.4433156251659107
2020-12-20,3.0798486526364814
2020-12-27,3.6601507923088437
2021-01-03,3.2482777559571754
2021-01-10,2.557719692723037
2021-01-17,3.862446901521277
2021-01-24,4.932571245767059
2021-01-31,4.8031832972515875
2021-02-07,5.383801030099302
2021-02-14,4.559844088563369
2021-02-21,4.482851618364486
2021-02-28,5.415582520773881
2021-03-07,5.38312887390204
2021-03-14,5.429708359166947
2021-03-21,5.664596510754564
2021-03-28,5.407793219012382
2021-04-04,5.313691387285195
2021-04-11,5.315685650402149
2021-04-18,5.076608135790785
2021-04-25,5.034576098729692
2021-05-02,4.883674868561564
2021-05-09,4.8574363178055675
2021-05-16,3.7288693680623686
2021-05-23,3.907614065918225
2021-05-30,3.281175856060732
2021-06-06,2.8010731859405262
2021-06-13,2.5594779892149138
2021-06-20,2.734073661466532
2021-06-27,2.4085840537089047
2021-07-04,2.1153638240356023
2021-07-11,1.5917568782425147
2021-07-18,1.4271933384563116
2021-07-25,1.5174227749944353
2021-08-01,0.5
2021-08-08,0.8048035917495991
2021-08-15,0.6768878496631578
2021-08-22,0.8204655928961468
2021-08-29,0.5
2021-09-05,0.9772438798067496
2021-09-12,3.901585946713583
2021-09-19,3.9431328478081697
2021-09-26,3.732505405310466
2021-10-03,4.200219224446836
2021-10-10,4.130231482654999
2021-10-17,1.2999299043523063
2021-10-24,0.5
2021-10-31,1.2904865526643672
2021-11-07,1.6234569762663755
2021-11-14,1.645996053321808
2021-11-21,1.8361134316804502
2021-11-28,2.14315894373637
2021-12-05,2.657284060584746
2021-12-12,2.166925530516816
2021-12-19,3.5803958134058385
2021-12-26,3.301423579415934
2022-01-02,3.834959499761607
2022-01-09,4.208114077466345
2022-01-16,4.1114439899775475
2022-01-23,4.509134598310403
2022-01-30,3.963063127118735
2022-02-06,5.2583304980417
2022-02-13,5.555828092069369
2022-02-20,4.569442651178665
2022-02-27,5.17919589556042
2022-03-06,4.906401974055758
2022-03-13,5.347620448945145
2022-03-20,5.662082334106779
2022-03-27,5.745272755674197
2022-04-03,5.711415572323855
2022-04-10,5.665130321282652
2022-04-17,4.897906318057802
2022-04-24,4.34404422107343
2022-05-01,4.5456603650509955
2022-05-08,4.609297744754682
2022-05-15,3.6088719321795777
2022-05-22,4.490673950857304
2022-05-29,3.899690565527869
2022-06-05,3.163099860003749
2022-06-12,2.662175292006646
2022-06-19,2.3796729685209117
2022-06-26,2.3821954638386145
2022-07-03,1.9746679177721014
2022-07-10,2.1734733859073785
2022-07-17,1.399867053187975
2022-07-24,1.5037523674126896
2022-07-31,1.0786505021055182
2022-08-07,1.0140444418610484
2022-08-14,0.6601127626979452
2022-08-21,0.913460048288981
2022-08-28,0.8317149644867308
2022-09-04,0.6743919384527088
2022-09-11,4.71570619245374
2022-09-18,4.115319802764736
2022-09-25,4.678922298058711
2022-10-02,5.141257674174877
2022-10-09,4.964178374001322
2022-10-16,0.5152800721131647
2022-10-23,1.0959823011136733
2022-10-30,1.4814893425680982
2022-11-06,1.2683221766801593
2022-11-13,1.2884664789017832
2022-11-20,1.982770560152738
2022-11-27,2.1032388386608534
2022-12-04,2.6929426868057083
